Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Edinson Cavani,Palermo,32,"AM(LR),FW",31(3),2617,13,-,2.7,0.7,0.9,1.6,1,1.7,-,7.08
Luciano,Chievo,43,M(CR),31(2),2672,-,3,0.8,1.3,1.1,1.2,0.2,1.7,-,7.08
Marco Cassetti,Roma,42,"D(C),M(R)",26(3),2337,2,1,0.5,0.3,0.5,1,-,0.3,-,7.08
Dusan Basta,Udinese,34,"D(R),M(R)",14(2),1295,-,-,0.4,0.4,0.8,1.6,-,0.6,-,7.08
Giampaolo Pazzini,Sampdoria,34,FW,37,3239,19,2,2,0.7,0.1,3.9,0.6,2.3,-,7.08
Michele Pazienza,Napoli,36,DMC,27(6),2381,2,-,0.6,0.6,0.2,0.6,-,0.5,-,7.07
Stevan Jovetic,Fiorentina,29,"AM(C),FW",26(3),2206,6,7,3.4,1.9,1.4,2.9,0.2,3,-,7.07
Marco Marchionni,Fiorentina,38,M(C),23(5),1986,6,3,1.6,2.4,0.7,1,0.3,1.8,-,7.07
Reto Ziegler,Sampdoria,33,"D(CL),M(L)",31(6),2929,2,5,0.8,1.1,0.3,1,0.1,1,-,7.07
Alessandro Del Piero,Juventus,44,"AM(CL),FW",18(5),1540,9,3,2.7,1.2,0.7,2.9,1,2.3,-,7.06
Christian Maggio,Napoli,37,"D(R),M(R)",33(1),2788,5,3,1.3,0.8,0.2,1.8,0.3,1.2,-,7.06
Dejan Stankovic,Inter,40,"D(C),M(CR),FW",24(5),2121,3,4,1.7,0.9,0.4,1.7,0.1,1.1,-,7.06
Felipe Melo,Juventus,36,M(C),28(1),2408,3,-,1.1,0.8,0.8,1.3,0.1,1.1,-,7.06
Paulo Barreto,Bari,33,FW,30(1),2434,14,3,1.9,1.5,0.4,1.7,1.3,1.3,-,7.06
Cristian Zaccardo,Parma,37,D(CR),34,2985,5,2,0.9,0.4,0.4,1.1,0.1,0.4,-,7.06
Gianpaolo Bellini,Atalanta,39,D(LR),29,2547,1,-,0.3,0.7,0.2,1.3,-,0.7,-,7.06
Andrea Mantovani,Chievo,35,D(C),36,3207,3,3,0.5,0.5,0.3,0.8,-,0.5,-,7.06
Clarence Seedorf,AC Milan,43,M(C),25(4),2221,5,4,1.9,1.4,1.3,1.2,0.1,3.1,-,7.06
Cristian Llama,Catania,33,AM(CL),18(5),1375,2,1,1.7,1.3,1.4,1.5,0.4,1.6,-,7.05
Cristián Zapata,Udinese,32,D(C),30(1),2645,-,-,0.2,0.1,0.2,0.7,0.1,0.3,-,7.05
Aleksander Lukovic,Udinese,36,"D(C),DMC",31(2),2839,-,4,0.4,0.5,1,1.8,0.1,1.1,-,7.05
Gaetano D'Agostino,Udinese,37,M(C),18(2),1602,1,1,1.4,1.7,0.4,1.2,-,2.2,-,7.05
Edgar Barreto,Atalanta,34,M(C),3(1),300,-,-,2.5,1.5,0.8,1.3,-,-,-,7.05
Rodrigo Taddei,Roma,39,M(C),25(8),2252,2,4,0.8,1.2,0.7,1.7,0.1,1.1,-,7.05
Luca Toni,Roma,42,FW,10(5),936,5,1,2.2,1,0.7,4.1,0.7,2.1,-,7.05
Giuseppe Mascara,Catania,39,"AM(CL),FW",33(1),2881,8,6,2.5,1.7,0.6,1.7,0.4,2,-,7.05
Gökhan Inler,Udinese,35,DMC,32(1),2762,-,1,1.4,1.1,0.5,1.5,-,1.1,-,7.04
Nicolás Spolli,Catania,36,D(C),22(4),2052,1,-,0.6,-,-,1.2,0.1,0.1,-,7.04
Marco Motta,Roma,33,"D(R),M(R)",13(3),1103,-,1,0.9,0.7,0.8,1.9,0.1,0.8,-,7.04
Simon Kjaer,Palermo,30,D(C),35,3131,2,-,0.5,0.1,0.1,0.9,-,0.1,-,7.03
Diego López,Cagliari,44,D(L),18,1515,1,-,0.4,0.1,0.2,0.6,-,0.1,-,7.03
Gaby Mudingayi,Bologna,37,M(C),21(7),2060,1,-,0.9,0.4,0.6,1.8,-,1.2,-,7.03
Adailton,Bologna,42,"AM(C),FW",24(7),1986,11,3,2.4,1.3,0.3,1.6,0.5,1.7,-,7.02
Simone Vergassola,Robur Siena,43,DMC,34,3015,5,3,0.8,1.3,0.5,1.3,0.1,0.9,-,7.02
Dario Knezevic,Livorno,37,D(C),25(2),2260,-,-,0.1,-,0.2,1.7,-,0.3,-,7.02
Giacomo Tedesco,Bologna,43,M(C),5(3),479,-,2,0.8,1.6,0.9,2.1,-,0.9,-,7.02
Vangelis Moras,Bologna,37,D(C),17(3),1525,-,-,0.2,0.1,0.4,1.2,-,0.3,-,7.02
Emiliano Viviano,Bologna,33,GK,34,3060,-,-,-,0.1,-,0.1,-,-,-,7.01
Antonio Floro Flores,Udinese,36,"AM(L),FW",25(7),2145,9,2,2.6,0.8,0.6,1.9,0.7,1.7,-,7.01
Massimo Donati,Bari,38,"D(C),DMC",26(6),2420,1,3,0.5,1,0.5,1.2,-,0.9,-,7.01
Mohamed Sissoko,Juventus,34,M(C),14(3),1207,-,1,1,0.6,1.1,1.1,0.1,2.5,-,7.01
Philippe Mexes,Roma,37,D(C),16(3),1400,1,-,1,0.2,0.2,0.6,0.1,0.3,-,7.01
Simone Del Nero,Lazio,37,AM(C),6(1),514,-,-,0.7,0.7,-,1.9,-,1.3,-,7.01
Francesco Valiani,Parma,38,M(C),14,1225,-,2,1.1,1.2,0.8,1.6,0.1,1.3,-,7.01
Jeda,Cagliari,40,"AM(C),FW",21(11),1888,8,4,0.8,1.2,0.9,2.3,0.7,1.2,-,7.00
Kwadwo Asamoah,Udinese,30,"D(L),M(CL)",24(1),2140,1,1,1.4,1.2,1.3,3.1,-,1.9,-,7.00
Marco Biagianti,Catania,35,M(C),35(1),2960,3,2,0.6,0.6,0.3,1.9,-,1.2,-,7.00
Leonardo Migliónico,Livorno,39,"D(C),M(L)",12(1),972,1,-,0.2,0.2,0.2,0.4,-,0.2,-,7.00
Simone Pepe,Udinese,35,M(C),25(7),2208,7,4,2.1,1.5,0.4,1.3,0.3,0.7,-,7.00
Federico Balzaretti,Palermo,37,D(L),34,2922,1,5,0.4,1.1,0.3,1,0.2,0.8,-,6.99
Rodrigo Palacio,Genoa,37,"AM(CLR),FW",23(8),1911,7,7,1,1.1,0.9,1.6,0.3,2.1,-,6.99
Ignazio Abate,AC Milan,32,"D(R),M(R)",22(8),2028,-,1,0.3,0.4,0.7,0.6,0.1,0.5,-,6.99
David Beckham,AC Milan,44,"M(C),FW",7(4),667,-,1,1,1.8,0.1,0.9,0.1,0.5,-,6.99
Edgar Alvarez,Bari,39,"D(C),M(R),FW",37,3090,3,2,1.6,1.1,2.5,2.4,0.8,2.4,-,6.99
Alberto Gilardino,Fiorentina,36,FW,32(4),2944,15,1,2.4,1.2,0.1,2.3,2.2,2.3,-,6.99
Gennaro Sardo,Chievo,40,"D(R),M(R)",19(3),1670,3,1,0.6,0.6,0.3,0.8,0.1,0.8,-,6.98
Michele Canini,Cagliari,34,D(C),30,2659,-,1,0.3,0.3,0.3,0.6,-,0.3,-,6.98
Alessandro Matri,Cagliari,34,FW,30(8),2596,13,6,1.9,0.8,0.8,1.1,1.2,1.3,-,6.98
Andrea Masiello,Bari,33,D(CR),37,3330,2,-,0.1,0.2,0.1,1,-,0.2,-,6.98
Ciro Capuano,Catania,37,D(L),29(1),2451,-,4,0.4,0.8,0.6,1.1,-,0.8,-,6.98
Matuzalém,Lazio,39,M(C),14(4),1169,1,-,1.2,1.8,1,2.6,-,1.7,-,6.98
Matías Silvestre,Catania,34,D(C),35,3145,1,-,0.5,-,0.2,0.7,-,0.3,-,6.98
Claudio Terzi,Robur Siena,35,D(C),17(2),1551,1,-,0.3,0.3,0.2,0.5,0.1,0.4,-,6.98
Thiago Motta,Inter,36,M(C),18(8),1450,4,2,1.3,0.9,0.4,0.8,-,0.8,-,6.98
Blerim Dzemaili,Parma,33,M(C),17(2),1368,-,3,1.6,0.9,0.9,3.5,0.1,1.9,-,6.97
Cristian Chivu,Inter,38,D(C),16(4),1385,1,1,0.6,0.3,0.4,1,-,0.4,-,6.97
Ferreira Pinto,Atalanta,39,"D(C),M(R)",21(2),1527,3,1,1.5,1.3,0.4,0.7,0.3,1,-,6.97
Andrea Esposito,Genoa,33,"D(CR),DMC,M(L)",2(3),252,-,-,-,-,-,0.4,-,0.4,-,6.97
Simone Perrotta,Roma,41,"D(C),M(CR),FW",31(1),2705,5,3,1.1,0.8,0.3,1.2,0.1,1.6,-,6.97
Leonardo Bonucci,Bari,32,D(C),38,3420,1,3,0.4,0.3,0.3,0.8,-,0.2,-,6.97
Alessandro Lucarelli,Parma,41,D(C),33,2944,2,-,0.5,0.3,0.5,1.4,0.1,0.6,-,6.96
Alessandro Grandoni,Livorno,41,Defender,1,90,-,-,1,-,-,-,-,-,-,6.96
Alberto Zapater,Genoa,34,"D(C),DMC",19(9),1929,3,2,0.9,1,0.1,0.6,-,0.8,-,6.95
Vincenzo Iaquinta,Juventus,39,"AM(C),FW",12(3),1093,6,3,2.7,0.9,0.3,1.5,1.7,2.1,-,6.95
Alessandro Gazzi,Bari,36,M(C),25(7),2387,-,-,0.2,0.5,0.3,0.9,-,0.9,-,6.95
Ezequiel Carboni,Catania,40,"D(C),DMC",26(2),2267,-,-,0.9,0.2,0.2,1.7,-,0.8,-,6.95
Marco Storari,AC Milan,42,GK,7,630,-,-,-,-,-,-,-,-,-,6.94
Christian Abbiati,AC Milan,41,GK,8(1),723,-,-,-,-,-,0.1,-,-,-,6.94
Giuseppe Sculli,Genoa,38,M(L),27(10),2502,6,5,1.7,1.1,0.5,1.1,0.5,1.6,-,6.94
Alexandros Tziolis,Robur Siena,34,M(C),13,1104,-,2,1.2,0.8,0.3,1.2,-,1.8,-,6.94
Riccardo Allegretti,Bari,41,FW,14(2),941,3,2,1.3,0.7,0.3,2.2,-,1.3,-,6.94
Fabio Cannavaro,Juventus,45,"D(L),DMC",27,2391,-,-,0.4,0.1,0.1,1.1,0.1,0.1,-,6.93
Julio Sergio,Roma,40,GK,30,2633,-,-,-,-,-,-,-,-,-,6.93
Nicola Legrottaglie,Juventus,42,D(C),18(1),1600,1,-,0.8,0.1,0.1,0.8,-,0.2,-,6.93
Emiliano Moretti,Genoa,38,D(CL),28(1),2316,1,-,0.1,0.1,0.2,1,0.1,0.2,-,6.93
Roberto Colombo,Bologna,43,Goalkeeper,4,360,-,-,-,-,-,-,-,-,-,6.93
Salvatore Sirigu,Palermo,32,GK,32,2880,-,-,-,-,0.1,0.2,-,-,-,6.92
Gennaro Gattuso,AC Milan,41,"D(C),M(C)",20(2),1495,-,-,0.5,0.4,0.1,1.3,-,0.9,-,6.92
Cristian Raimondi,Livorno,38,"D(R),M(R)",32,2691,-,3,0.9,1.1,0.3,1.2,-,1,-,6.92
Davide Santon,Inter,28,D(LR),8(4),756,-,-,0.3,0.6,1.3,0.8,-,0.6,-,6.92
Omar Milanetto,Genoa,43,"D(C),DMC",31(1),2641,3,4,0.8,1.2,0.2,1.9,0.1,0.6,-,6.92
Stefan Radu,Lazio,32,D(CL),28,2520,-,-,0.1,0.3,0.3,1,-,0.3,-,6.92
Davide Lanzafame,Parma,32,M(CL),14(13),1352,7,3,1.7,0.9,0.8,3.5,0.1,1.7,-,6.92
Maurizio Domizzi,Udinese,39,D(C),13,1075,-,-,0.2,0.2,0.1,0.6,0.1,0.2,-,6.92
Mauro Camoranesi,Juventus,42,"D(C),DMC",14(10),1266,3,4,1,1.5,0.9,1.5,0.3,1.3,-,6.92
Morgan De Sanctis,Napoli,42,GK,38,3420,-,-,-,-,-,0.3,-,-,-,6.92
Luca Rigoni,Chievo,34,M(CR),24,1945,1,-,0.5,0.8,0.4,1.2,-,1,-,6.92
Nicola Pavarini,Parma,45,GK,1(1),136,-,-,-,-,-,1,-,-,-,6.92
Fabio Liverani,Palermo,43,"D(C),DMC",20(1),1722,-,8,0.1,2,0.3,1.8,0.1,0.8,-,6.91
Cristian Brocchi,Lazio,43,"D(C),M(C)",25(2),2184,2,1,0.9,1.1,0.3,0.9,-,0.8,-,6.91
Paolo Cannavaro,Napoli,38,D(C),32(1),2898,1,-,0.4,0.1,-,1.3,-,0.1,-,6.91
Franco Semioli,Sampdoria,39,"D(C),DMC,M(R)",25(1),2036,2,2,0.7,0.8,0.6,1.7,0.2,1.6,-,6.91
Marcelo Zalayeta,Bologna,40,"AM(L),FW",23(6),2028,4,2,1.1,1.2,0.8,1.9,0.9,1.9,-,6.91
Tommaso Berni,Lazio,36,GK,2,180,-,-,-,-,-,0.5,-,-,-,6.90
Marco Storari,Sampdoria,42,GK,19,1710,-,-,-,0.1,-,0.2,-,-,-,6.90
Christian Terlizzi,Catania,39,D(C),15(2),1366,-,-,0.3,-,0.1,0.4,-,0.1,-,6.90
Luca Castellazzi,Sampdoria,43,GK,19,1670,-,-,-,0.1,-,0.1,-,-,-,6.90
Aleandro Rosi,Robur Siena,32,"D(R),M(R)",28(2),2466,1,1,0.5,0.5,1.2,2,0.1,0.6,-,6.90
Giuseppe Biava,Genoa,42,D(C),17(2),1486,1,-,0.3,0.2,0.2,1.1,0.1,0.4,-,6.90
Antonio Buscé,Bologna,43,"D(C),M(CR),FW",16(1),1474,2,2,0.8,0.9,0.8,0.8,0.2,0.6,-,6.90
Rafael dos Santos,Bologna,34,D(C),2,180,-,-,0.5,-,-,-,-,-,-,6.90
Mauricio Isla,Udinese,31,"D(R),M(CR)",27(3),2277,1,8,0.5,1.3,0.4,1.1,0.3,1.2,-,6.89
Nicolas Frey,Chievo,35,D(CLR),20(4),1890,-,2,0.1,0.6,-,0.9,-,0.3,-,6.89
Miguel Britos,Bologna,33,D(CL),21(2),1865,-,-,0.3,0.1,0.1,1.5,-,0.2,-,6.89
Stefano Sorrentino,Chievo,40,GK,37,3330,-,-,-,-,-,0.2,-,-,-,6.89
Vitali Kutuzov,Bari,39,"AM(L),FW",10(2),813,1,4,0.8,2.1,0.3,1.8,0.3,2.3,-,6.89
Sergio Pellissier,Chievo,40,FW,35,3093,11,3,2.2,1.3,0.4,2.2,2.3,1.9,-,6.88
Goran Pandev,Inter,35,"M(CR),FW",13(6),1132,3,4,1.4,1.1,0.7,1.9,0.4,2.3,-,6.88
Dida,AC Milan,45,GK,23,2067,-,-,-,-,-,0.1,-,-,-,6.88
Andrea Coda,Udinese,34,D(C),24(2),2172,-,-,0.2,0.1,-,0.5,-,-,-,6.88
Daniele Portanova,Bologna,40,D(C),36,3199,2,-,0.4,0.1,0.2,1.5,-,-,-,6.88
Sokratis,Genoa,31,D(CR),25(5),2293,-,1,0.3,0.2,0.5,1.2,-,0.6,-,6.88
Marius Stankevicius,Sampdoria,37,"D(CLR),DMC",14,1130,-,1,0.4,0.1,0.1,0.8,0.1,0.4,-,6.88
Paolo Dellafiore,Parma,34,"D(CLR),M(LR)",22(1),1949,-,1,0.1,0.1,0.2,0.8,-,0.4,-,6.88
Fabio Grosso,Juventus,41,D(CL),22(4),1994,2,2,1,1.1,0.4,0.6,0.2,0.7,-,6.87
Riccardo Meggiorini,Bari,33,FW,23(8),2060,5,3,1.9,0.3,0.6,2.2,0.7,1.3,-,6.87
Davide Mandelli,Chievo,42,"D(CL),DMC",19(2),1691,-,1,0.3,0.2,-,0.7,-,0.1,-,6.87
Iván Córdoba,Inter,42,"D(L),DMC",15(6),1360,-,-,0.2,-,0.2,0.2,-,0.1,-,6.87
Tomás Kosicky,Catania,33,GK,0(1),34,-,-,-,-,-,-,-,-,-,6.87
Dario Dainelli,Fiorentina,40,D(C),11,925,-,-,0.5,-,0.1,1.2,-,0.6,-,6.87
Salvatore Aronica,Napoli,41,D(C),24(2),2069,-,2,0.3,0.6,0.4,1.2,0.1,0.9,-,6.87
Claudio Marchisio,Juventus,33,M(C),27(1),2246,3,2,1.8,1,0.7,1.1,-,1.4,-,6.86
Sebastiano Siviglia,Lazio,46,"DMC,M(R)",18(2),1507,1,-,0.2,-,-,0.6,-,0.1,-,6.86
Mario Santana,Fiorentina,37,M(L),21(5),1581,3,1,1.3,1.4,0.4,1,0.2,1.6,-,6.86
David Trezeguet,Juventus,41,"AM(CL),FW",13(6),1164,7,1,1.7,0.6,0.1,0.3,1.9,0.3,-,6.86
Abdelkader Ghezzal,Robur Siena,34,FW,26(4),2345,6,4,2,1,0.7,2.2,0.4,1.7,-,6.86
Leonardo Talamonti,Atalanta,37,D(CL),15(2),1312,-,-,0.2,0.2,0.1,1.4,-,0.1,-,6.85
