Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Augsburg,Tim Rieder,0,1,0,0,0,6.50
Ingolstadt,Robert Leipertz,0,1,0,0,0,6.50
Hamburger Sv,Filip Kostić,11,37,47,2,4,6.49
Freiburg,Christian Günter,0,7,17,0,0,6.49
Darmstadt 98,Jan Rosenthal,0,14,8,2,0,6.49
Darmstadt 98,Terrence Boyd,20,5,2,1,1,6.49
1 Fsv Mainz 05,Jairo Samperio,11,18,19,0,2,6.47
Werder Bremen,Jaroslav Drobný,0,0,0,0,0,6.47
Darmstadt 98,Wilson Kamavuaka,0,2,1,0,0,6.46
Eintracht Frankfurt,Taleb Tawatha,0,1,3,0,0,6.46
Rb Leipzig,Oliver Burke,13,8,7,5,1,6.46
Augsburg,Takashi Usami,0,1,8,0,0,6.45
1 Fc Koln,Salih Özcan,0,2,2,0,0,6.45
Darmstadt 98,Marcel Heller,10,31,22,1,3,6.43
Fc Schalke 04,Weston McKennie,0,0,0,0,0,6.40
Rb Leipzig,Lukas Klostermann,0,1,0,0,0,6.40
Wolfsburg,Victor Osimhen,0,1,2,0,0,6.40
Fc Schalke 04,Bernard Tekpetey,0,0,0,0,0,6.40
1 Fc Koln,Sehrou Guirassy,0,1,1,1,0,6.38
Borussia Dortmund,Roman Weidenfeller,0,0,0,0,0,6.37
1 Fsv Mainz 05,Karim Onisiwo,8,13,18,1,1,6.37
Werder Bremen,Ulisses Garcia,0,1,5,0,0,6.37
Wolfsburg,Justin Möbius,0,0,1,0,0,6.35
Augsburg,Julian Günther-Schmidt,0,2,1,1,0,6.35
Darmstadt 98,Sidney Sam,18,11,28,2,2,6.32
Hamburger Sv,Alen Halilović,0,1,2,0,0,6.30
Borussia Mgladbach,Timothée Kolodziejczak,0,0,0,0,0,6.30
Hertha Bsc,Florian Baak,0,0,0,0,0,6.30
1 Fsv Mainz 05,Mounir Bouziane,0,0,0,0,0,6.30
Wolfsburg,Hendrik Hansen,0,0,0,0,0,6.30
Ingolstadt,Maurice Multhaup,0,0,0,0,0,6.30
Werder Bremen,Fallou Diagne,0,0,2,0,0,6.25
Werder Bremen,Janek Sternberg,0,1,0,0,0,6.20
Darmstadt 98,Anis Ben-Hatira,11,9,5,1,1,6.17
Hamburger Sv,Cléber Reis,0,0,3,0,0,6.10
Werder Bremen,Lukas Fröde,0,0,0,0,0,6.10
Werder Bremen,Sambou Yatabare,0,2,2,1,0,5.65
1 Fsv Mainz 05,José Rodríguez,0,0,1,0,0,5.20
Hamburger Sv,Ashton Philip Shawn Gotz,0,0,0,0,0,5.20
Hertha Bsc,Arne Maier,0,0,0,0,0,0.00
Borussia Mgladbach,Djibril Sow,0,0,0,0,0,0.00
Hertha Bsc,Sinan Kurt,0,0,0,0,0,0.00
Hamburger Sv,Finn Dominik Porath,0,0,0,0,0,0.00
Augsburg,Jan-Ingwer Callsen-Bracker,0,0,0,0,0,0.00
Darmstadt 98,Silas Zehnder,0,0,0,0,0,0.00
