Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Psv Eindhoven,Zakaria Aboukhlal,0,0,0,0,0,6.30
Vitesse,Richonell Margaret,0,1,1,1,0,6.30
Fortuna Sittard,Anthony Syhre,0,0,0,0,0,6.30
Willem Ii Tilburg,James McGarry,0,2,1,0,0,6.28
Ajax,Lisandro Magallán,0,1,0,0,0,6.25
Heracles Almelo,Stephen Sama,0,1,0,0,0,6.24
Ado Den Haag,Indy Groothuizen,0,0,0,0,0,6.23
De Graafschap,Ruben Ligeon,0,0,0,0,0,6.23
Nac Breda,Jordan van der Gaag,0,0,0,0,0,6.15
Willem Ii Tilburg,Atakan Akkaynak,100,1,1,0,1,6.13
Nac Breda,Karol Niemczycki,0,0,0,0,0,6.10
Heerenveen,Nicolai Naess,0,0,0,0,0,6.10
Willem Ii Tilburg,Michael Woud,0,0,0,0,0,6.00
Fc Utrecht,Ramon Leeuwin,0,1,0,0,0,6.00
Pec Zwolle,Diederik Boer,0,0,0,0,0,5.90
De Graafschap,Lars Nieuwpoort,0,0,5,0,0,5.81
Nac Breda,Mark Birighitti,0,0,0,0,0,5.80
Willem Ii Tilburg,Victor van den Bogert,0,0,0,0,0,5.70
Nac Breda,Jethro Mashart,0,0,1,0,0,5.70
Ado Den Haag,Mike Havekotte,0,0,0,0,0,5.50
Fortuna Sittard,Agim Zeka,0,0,0,0,0,5.30
Ajax,Lassina Traore,0,1,0,1,0,0.00
Psv Eindhoven,Matthias Verreth,0,0,0,0,0,0.00
Ado Den Haag,Yahya Boussakou,0,0,0,0,0,0.00
Excelsior,Redouan El Hankouri,0,0,0,0,0,0.00
Heracles Almelo,Zeki Erkilinc,0,0,0,0,0,0.00
Ado Den Haag,Kyle Ebecilio,0,0,0,0,0,0.00
