Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Bournemouth,Matt Worthington,70,0,0,0,0,6.50
Swansea City,Borja Bastón,80,0,5,4,1,6.49
Swansea City,Wayne Routledge,65,1,22,25,3,6.49
Hull City,Oumar Niasse,70,1,10,10,4,6.48
West Ham United,Gökhan Töre,71,1,4,3,0,6.48
Sunderland,Duncan Watmore,67,2,12,25,0,6.48
Crystal Palace,Steve Mandanda,59,0,0,1,0,6.48
West Ham United,Jonathan Calleri,60,0,5,7,1,6.48
Sunderland,Paddy McNair,76,0,9,1,0,6.46
Bournemouth,Jordon Ibe,83,0,12,40,0,6.46
Burnley,Aiden O'Neill,80,0,2,0,0,6.45
Tottenham,Georges-Kévin N'Koudou,80,0,0,7,0,6.44
Liverpool,Ben Woodburn,91,0,4,1,0,6.43
Hull City,Josh Tymon,76,0,8,3,0,6.42
Swansea City,Nathan Dyer,87,1,3,5,0,6.41
Sunderland,Lynden Gooch,77,0,12,8,0,6.41
Swansea City,Neil Taylor,73,0,22,3,0,6.41
Arsenal,Mathieu Debuchy,90,0,0,0,0,6.40
Watford,Matěj Vydra,100,0,0,0,0,6.40
Everton,Jonjoe Kenny,67,0,0,0,0,6.40
Middlesbrough,David Nugent,86,0,1,1,0,6.40
Hull City,Will Keane,79,0,1,0,0,6.40
Watford,Andrew Eleftheriou,86,0,2,0,0,6.40
Watford,Brandon Mason,83,0,1,1,0,6.40
Hull City,Omar Elabdellaoui,81,0,6,2,0,6.40
West Bromwich Albion,Jonathan Leko,81,1,0,7,0,6.40
Burnley,Michael Kightly,68,0,4,0,0,6.37
Sunderland,Joleon Lescott,85,0,0,0,0,6.35
Watford,Dion Pereira,67,0,0,0,0,6.35
Crystal Palace,Zeki Fryers,71,1,2,1,0,6.35
Watford,Ben Watson,76,0,2,1,0,6.30
Bournemouth,Bradley Smith,78,0,5,1,0,6.28
Arsenal,David Ospina,77,0,0,0,0,6.20
Burnley,David Jones,76,0,0,0,0,6.20
Chelsea,Asmir Begović,76,0,0,0,0,6.15
Middlesbrough,Albert Adomah,75,0,5,2,0,6.15
Crystal Palace,Sullay Kaikai,70,0,1,0,0,5.90
Middlesbrough,James Husband,61,0,0,0,0,5.90
Manchester United,Angel Gomes,92,0,0,0,0,0.00
Arsenal,Ainsley Maitland-Niles,75,0,1,0,0,0.00
West Ham United,Declan Rice,100,0,0,0,0,0.00
Liverpool,Ovie Ejaria,100,0,1,0,0,0.00
Leicester City,Matthew James,0,0,0,0,0,0.00
