Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Rb Leipzig,Yvon Mvogo,0,0,0,0,0,6.45
1 Fc Nurnberg,Timothy Tillman,0,1,7,0,0,6.45
Vfb Stuttgart,Berkay Özcan,0,0,1,0,0,6.45
Freiburg,Yoric Ravet,0,0,1,0,0,6.43
Hertha Bsc,Dennis Jastrzembski,0,0,1,0,0,6.43
Hannover 96,Takuma Asano,0,6,7,2,0,6.43
1899 Hoffenheim,Håvard Nordtveit,0,4,5,0,0,6.43
1 Fc Nurnberg,Kevin Goden,0,0,3,0,0,6.43
Fc Schalke 04,Haji Wright,50,2,3,1,1,6.42
Hannover 96,Miiko Albornoz,13,8,7,0,1,6.41
Fortuna Dusseldorf,Aymen Barkok,0,3,7,1,0,6.41
Wolfsburg,Jakub Błaszczykowski,0,0,0,0,0,6.40
Fc Schalke 04,Jonas Carls,0,0,0,0,0,6.40
Hannover 96,Tim Dierßen,0,0,0,0,0,6.40
Bayern Munchen,Alphonso Davies,100,1,3,0,1,6.35
Werder Bremen,Fin Bartels,0,0,0,0,0,6.35
Hannover 96,Benjamin Hadžić,0,0,1,0,0,6.35
1 Fc Nurnberg,Fabian Bredlow,0,0,0,0,0,6.35
1 Fc Nurnberg,Virgil Misidjan,6,18,41,5,1,6.34
Hannover 96,Josip Elez,0,3,3,0,0,6.33
1 Fc Nurnberg,Lukas Jäger,0,1,0,0,0,6.30
Hannover 96,Noah Joel Sarenren Bazee,0,1,2,0,0,6.23
Augsburg,Christoph Janker,0,0,0,0,0,6.23
Werder Bremen,Luca Plogmann,0,0,0,0,0,6.20
Vfb Stuttgart,Antonis Aidonis,0,0,0,0,0,6.20
1 Fsv Mainz 05,Gaëtan Bussmann,0,0,0,0,0,6.20
Freiburg,Chima Okoroji,0,0,1,0,0,6.20
Augsburg,Jan-Ingwer Callsen-Bracker,0,1,0,0,0,6.20
1899 Hoffenheim,Alfons Amade,0,1,0,0,0,6.20
Hertha Bsc,Thomas Kraft,0,0,0,0,0,6.18
1 Fc Nurnberg,Simon Rhein,0,1,5,0,0,6.16
1899 Hoffenheim,Christoph Baumgartner,0,1,5,0,0,6.15
Augsburg,Fabian Giefer,0,0,0,0,0,6.15
Vfb Stuttgart,Hans Nunoo Sarpei,0,0,1,0,0,6.15
1899 Hoffenheim,Lukas Rupp,0,0,0,0,0,6.10
1 Fsv Mainz 05,Pablo De Blasis,0,1,0,0,0,6.00
Bayer 04 Leverkusen,Benjamin Henrichs,0,0,0,0,0,5.80
Borussia Dortmund,Marwin Hitz,0,0,0,0,0,5.70
Augsburg,Simon Asta,0,2,1,0,0,5.70
Hannover 96,Philipp Tschauner,0,0,0,0,0,5.20
Bayern Munchen,Woo-Yeong Jeong,0,1,0,0,0,0.00
Bayern Munchen,Meritan Shabani,0,0,1,0,0,0.00
Werder Bremen,Arón Johannssón,0,0,1,0,0,0.00
Eintracht Frankfurt,Branimir Hrgota,0,0,0,0,0,0.00
Augsburg,Jozo Stanić,0,0,0,0,0,0.00
Fc Schalke 04,Sascha Riether,0,0,0,0,0,0.00
Freiburg,Patrick Kammerbauer,0,0,0,0,0,0.00
Hertha Bsc,Florian Baak,0,0,0,0,0,0.00
