Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Manchester City,Kelechi Iheanacho,38,21,13,1,8,6.89
Everton,Kevin Mirallas,16,25,19,3,4,6.89
Swansea City,André Ayew,22,54,28,7,12,6.89
Watford,Sebastian Prödl,18,11,0,1,2,6.89
Swansea City,Jordi Amat,0,1,2,1,0,6.89
Bournemouth,Lee Tomlin,0,4,6,0,0,6.88
Liverpool,Joe Allen,22,9,7,1,2,6.88
Aston Villa,Ciaran Clark,10,10,9,1,1,6.88
Arsenal,Per Mertesacker,0,7,3,2,0,6.88
Manchester City,Eliaquim Mangala,0,7,5,1,0,6.88
Chelsea,John Mikel Obi,0,6,20,0,0,6.87
Chelsea,Kenedy,10,10,26,0,1,6.87
Watford,Almen Abdi,7,28,12,1,2,6.87
Manchester United,Marcos Rojo,0,5,4,0,0,6.87
Liverpool,Danny Ings,29,7,2,1,2,6.87
Leicester City,Andy King,14,14,7,3,2,6.87
Aston Villa,Jordan Amavi,0,2,25,0,0,6.86
Crystal Palace,Mile Jedinak,0,8,5,0,0,6.86
Bournemouth,Adam Smith,22,9,46,0,2,6.86
Manchester City,Samir Nasri,18,11,6,3,2,6.86
Everton,Muhamed Bešić,0,4,14,0,0,6.86
Chelsea,Branislav Ivanović,12,17,10,3,2,6.86
Swansea City,Leroy Fer,0,4,5,0,0,6.85
Newcastle United,Vurnon Anita,17,6,8,0,1,6.85
Manchester United,Matteo Darmian,17,6,11,0,1,6.85
Manchester United,David De Gea,0,0,0,0,0,6.85
Newcastle United,Aleksandar Mitrović,15,61,16,8,9,6.85
Arsenal,Alex Oxlade-Chamberlain,8,13,36,1,1,6.85
Norwich City,Alexander Tettey,12,17,15,0,2,6.85
Sunderland,DeAndre Yedlin,0,4,22,0,0,6.85
Sunderland,Jordan Pickford,0,0,0,0,0,6.85
Southampton,Gastón Ramírez,0,0,2,0,0,6.85
Newcastle United,Cheik Tiote,0,0,15,0,0,6.85
Liverpool,Nathaniel Clyne,6,16,23,0,1,6.85
Chelsea,Gary Cahill,17,12,3,0,2,6.85
Arsenal,Mohamed Elneny,0,5,4,2,0,6.85
Arsenal,Calum Chambers,0,1,5,0,0,6.84
Everton,Tim Howard,0,0,1,0,0,6.84
Southampton,Matt Targett,0,2,5,0,0,6.84
Aston Villa,Micah Richards,10,10,28,2,1,6.84
West Ham United,Alex Song,0,4,7,0,0,6.84
Manchester City,Joe Hart,0,0,1,0,0,6.84
Newcastle United,Andros Townsend,19,21,31,0,4,6.84
Bournemouth,Sylvain Distin,0,1,6,0,0,6.84
West Bromwich Albion,Craig Dawson,15,27,8,4,4,6.84
Crystal Palace,Connor Wickham,18,28,8,4,5,6.84
Bournemouth,Charlie Daniels,19,16,57,2,3,6.84
Norwich City,Wesley Hoolahan,24,17,34,2,4,6.84
Newcastle United,Paul Dummett,25,4,7,0,1,6.83
Watford,Miguel Britos,0,6,7,0,0,6.83
Norwich City,Youssouf Mulumbu,0,2,5,0,0,6.83
Stoke City,Xherdan Shaqiri,9,34,36,3,3,6.83
Everton,Aaron Lennon,33,15,26,1,5,6.83
Everton,Arouna Koné,19,27,24,5,5,6.83
Liverpool,Sheyi Ojo,0,2,13,0,0,6.83
Southampton,Fraser Forster,0,0,1,0,0,6.83
Aston Villa,Libor Kozák,0,4,2,1,0,6.83
Everton,Matthew Pennington,0,2,3,0,0,6.83
Chelsea,Asmir Begović,0,0,0,0,0,6.82
Tottenham,Ben Davies,0,6,6,0,0,6.82
Crystal Palace,Joel Ward,13,15,18,0,2,6.82
Swansea City,Bafétimbi Gomis,14,44,23,6,6,6.82
West Ham United,Aaron Cresswell,11,18,12,0,2,6.82
Sunderland,Jordi Gomez,0,1,1,0,0,6.82
West Bromwich Albion,Ben Foster,0,0,0,0,0,6.82
West Ham United,Enner Valencia,16,25,15,4,4,6.82
Swansea City,Łukasz Fabiański,0,1,0,0,0,6.81
Southampton,Ryan Bertrand,11,9,17,1,1,6.81
Bournemouth,Dan Gosling,10,29,37,4,3,6.81
Watford,Craig Cathcart,33,3,8,0,1,6.81
Norwich City,Ryan Bennett,0,7,1,0,0,6.81
Manchester City,Jesús Navas,0,20,48,4,0,6.81
Everton,Gerard Deulofeu,29,7,46,1,2,6.81
Leicester City,Leonardo Ulloa,21,28,11,5,6,6.81
Arsenal,Mathieu Flamini,0,5,2,2,0,6.81
Newcastle United,Jamaal Lascelles,50,4,3,0,2,6.81
West Bromwich Albion,Chris Brunt,0,14,14,0,0,6.80
Aston Villa,Jordan Veretout,0,12,11,0,0,6.80
Stoke City,Bojan Krkić,24,29,47,1,7,6.80
Bournemouth,Joshua King,15,39,45,2,6,6.80
Swansea City,Leon Britton,0,3,16,0,0,6.80
Liverpool,Divock Origi,29,17,14,3,5,6.80
Manchester City,Willy Caballero,0,0,0,0,0,6.80
Arsenal,Mathieu Debuchy,0,0,1,0,0,6.80
Chelsea,Ruben Loftus-Cheek,14,7,10,0,1,6.80
Everton,Tom Davies,0,0,2,0,0,6.80
Chelsea,Jake Clarke-Salter,0,0,0,0,0,6.80
West Bromwich Albion,Sandro,0,3,5,0,0,6.80
Swansea City,Kristoffer Nordfeldt,0,0,0,0,0,6.80
West Bromwich Albion,Callum McManaman,0,6,14,0,0,6.80
Aston Villa,Kevin Toner,0,1,0,0,0,6.80
Southampton,Kelvin Davis,0,0,0,0,0,6.80
Crystal Palace,James McArthur,18,11,10,1,2,6.80
Norwich City,Jonathan Howson,14,22,28,0,3,6.80
Manchester United,Anthony Martial,24,45,84,3,11,6.80
Crystal Palace,Yannick Bolasie,11,44,75,4,5,6.80
Southampton,Jordy Clasie,0,8,4,0,0,6.80
Everton,Joel Robles,0,0,1,0,0,6.79
Aston Villa,Joleon Lescott,13,8,7,2,1,6.79
Norwich City,Graham Dorrans,0,12,17,0,0,6.79
Newcastle United,Tim Krul,0,0,0,0,0,6.79
Everton,Bryan Oviedo,0,4,8,1,0,6.79
Stoke City,Marco van Ginkel,0,8,5,1,0,6.79
Watford,José Holebas,0,5,22,0,0,6.78
Manchester United,Marcus Rashford,56,9,9,3,5,6.78
Southampton,James Ward-Prowse,11,19,6,1,2,6.78
Stoke City,Ryan Shawcross,0,6,5,1,0,6.78
West Ham United,Pedro Obiang,0,5,13,0,0,6.78
Manchester City,Pablo Zabaleta,0,1,3,0,0,6.78
Bournemouth,Callum Wilson,45,11,7,0,5,6.78
Stoke City,Charlie Adam,5,20,10,0,1,6.78
Stoke City,Stephen Ireland,0,3,2,1,0,6.78
Leicester City,Jeffrey Schlupp,6,17,41,1,1,6.77
Everton,Brendon Galloway,0,5,7,0,0,6.77
West Bromwich Albion,James Chester,0,0,3,0,0,6.77
Sunderland,Steven Fletcher,22,18,7,1,4,6.77
Arsenal,Theo Walcott,14,37,25,11,5,6.77
Crystal Palace,Lee Chung-yong,25,4,8,0,1,6.76
Norwich City,Russell Martin,19,16,1,1,3,6.76
Newcastle United,Daryl Janmaat,18,11,38,1,2,6.76
Norwich City,Sebastien Bassong,6,17,11,1,1,6.76
Stoke City,Jonathan Walters,18,28,12,4,5,6.76
Aston Villa,Leandro Bacuna,4,25,25,1,1,6.76
Leicester City,Gökhan Inler,0,2,1,0,0,6.76
Liverpool,Jordon Ibe,6,18,60,2,1,6.76
West Bromwich Albion,Victor Anichebe,0,7,4,1,0,6.76
Norwich City,Steven Naismith,24,17,8,3,4,6.75
Newcastle United,Moussa Sissoko,4,27,84,3,1,6.75
West Bromwich Albion,Jonas Olsson,17,6,2,1,1,6.75
West Bromwich Albion,Salomón Rondón,17,54,13,7,9,6.75
Stoke City,Glen Johnson,0,12,33,0,0,6.75
Manchester City,Raheem Sterling,17,36,41,6,6,6.75
Manchester United,Sergio Romero,0,0,0,0,0,6.75
Southampton,Paulo Gazzaniga,0,0,0,0,0,6.75
Watford,Steven Berghuis,0,7,4,1,0,6.75
Bournemouth,Juan Iturbe,0,1,3,0,0,6.75
Liverpool,Daniel Ward,0,0,0,0,0,6.75
Everton,Séamus Coleman,5,19,43,3,1,6.75
West Ham United,Diafra Sakho,13,38,18,8,5,6.75
Stoke City,Geoff Cameron,0,8,28,0,0,6.75
West Ham United,Nikica Jelavić,10,10,2,1,1,6.75
Stoke City,Ibrahim Afellay,7,29,41,1,2,6.75
Chelsea,Thibaut Courtois,0,0,0,0,0,6.74
Stoke City,Joselu,16,25,6,6,4,6.74
Norwich City,Nathan Redmond,16,38,59,3,6,6.74
Everton,Darron Gibson,0,2,3,0,0,6.74
Aston Villa,Carles Gil,15,13,29,0,2,6.74
West Bromwich Albion,Craig Gardner,8,36,7,3,3,6.73
Arsenal,Jack Wilshere,0,1,6,1,0,6.73
Stoke City,Mame Biram Diouf,21,24,12,6,5,6.73
Newcastle United,Henri Saivet,0,0,1,0,0,6.73
Sunderland,Sebastián Coates,0,6,7,0,0,6.73
Chelsea,Baba Rahman,0,5,8,0,0,6.73
Newcastle United,Robert Elliot,0,0,0,0,0,6.73
Aston Villa,Jordan Ayew,18,38,75,1,7,6.73
Sunderland,John O'Shea,0,5,0,0,0,6.73
Chelsea,John Terry,14,7,2,1,1,6.73
West Bromwich Albion,Darren Fletcher,9,11,29,2,1,6.73
Tottenham,Clinton N'Jie,0,4,6,0,0,6.73
West Bromwich Albion,Stéphane Sessègnon,10,21,55,0,2,6.73
Manchester City,Martín Demichelis,0,3,5,0,0,6.73
Tottenham,Ryan Mason,7,15,6,5,1,6.73
Newcastle United,Papiss Demba Cissé,14,21,3,1,3,6.73
West Ham United,Sam Byram,0,0,0,0,0,6.73
Watford,Allan Nyom,0,4,27,0,0,6.72
Watford,Costel Pantilimon,0,0,0,0,0,6.72
Tottenham,Nacer Chadli,16,19,7,3,3,6.72
Chelsea,Loïc Rémy,10,10,7,1,1,6.72
Watford,Mario Suárez,0,5,10,0,0,6.71
Crystal Palace,Dwight Gayle,17,18,1,4,3,6.71
Chelsea,Radamel Falcao,11,9,2,0,1,6.71
Manchester United,Marouane Fellaini,6,16,17,5,1,6.71
West Bromwich Albion,Boaz Myhill,0,0,0,0,0,6.71
Watford,Adlène Guédioura,0,11,12,0,0,6.71
Sunderland,Wahbi Khazri,17,12,21,1,2,6.71
Bournemouth,Glenn Murray,13,23,9,4,3,6.71
Newcastle United,Ayoze Pérez,16,37,42,3,6,6.70
Chelsea,Juan Cuadrado,0,1,1,0,0,6.70
Manchester United,Javier Hernández,0,1,1,1,0,6.70
West Bromwich Albion,Cristian Gamboa,0,1,0,0,0,6.70
Watford,Valon Behrami,0,1,4,0,0,6.70
Southampton,Charlie Austin,20,5,1,1,1,6.70
Sunderland,Dame N'Doye,17,6,5,0,1,6.70
Everton,Jonjoe Kenny,0,0,0,0,0,6.70
West Bromwich Albion,Alex Pritchard,0,2,2,0,0,6.70
Crystal Palace,Julián Speroni,0,0,0,0,0,6.70
Newcastle United,Emmanuel Rivière,0,2,1,0,0,6.70
Sunderland,George Honeyman,0,0,1,0,0,6.70
Stoke City,Steve Sidwell,0,0,0,0,0,6.70
Sunderland,Thomas Robson,0,0,2,0,0,6.70
Sunderland,Fabio Borini,13,40,24,3,5,6.70
Liverpool,Simon Mignolet,0,0,4,0,0,6.70
Stoke City,Marc Muniesa,0,3,6,0,0,6.69
Leicester City,Demarai Gray,0,4,12,1,0,6.69
Leicester City,Shinji Okazaki,15,34,17,7,5,6.69
Newcastle United,Fabricio Coloccini,14,7,4,1,1,6.69
Southampton,Maarten Stekelenburg,0,0,0,0,0,6.69
Manchester United,Jesse Lingard,17,23,21,3,4,6.69
Crystal Palace,Joe Ledley,25,4,2,0,1,6.68
Leicester City,Ritchie De Laet,50,2,3,0,1,6.68
Stoke City,Peter Crouch,0,4,2,0,0,6.68
Crystal Palace,Bakary Sako,9,23,20,3,2,6.68
Aston Villa,Gabriel Agbonlahor,13,8,4,1,1,6.68
Swansea City,Kyle Naughton,0,5,13,0,0,6.68
Crystal Palace,Pape Souaré,0,8,17,0,0,6.68
Crystal Palace,Wayne Hennessey,0,0,0,0,0,6.67
Crystal Palace,Alex McCarthy,0,0,0,0,0,6.67
Watford,Ikechi Anya,0,5,14,1,0,6.67
Sunderland,Lee Cattermole,0,7,13,1,0,6.67
Sunderland,Jack Rodwell,5,19,6,3,1,6.67
Arsenal,Mikel Arteta,0,1,0,1,0,6.67
Watford,Miguel Layún,33,3,1,0,1,6.67
Tottenham,Tom Carroll,20,5,2,0,1,6.66
Bournemouth,Tommy Elphick,50,2,0,0,1,6.66
Southampton,Maya Yoshida,50,2,0,1,1,6.66
Manchester United,Ashley Young,25,4,12,0,1,6.66
Crystal Palace,Jordon Mutch,0,12,11,0,0,6.66
Chelsea,Ramires,29,7,6,1,2,6.65
Chelsea,Alexandre Pato,25,4,0,2,1,6.65
Leicester City,Marcin Wasilewski,0,1,0,0,0,6.65
Swansea City,Alberto Paloschi,20,10,2,3,2,6.65
Swansea City,Modou Barrow,11,9,23,0,1,6.65
Everton,Tyias Browning,0,1,0,0,0,6.65
West Ham United,Kevin Nolan,0,0,1,0,0,6.65
West Ham United,Reece Oxford,0,0,0,0,0,6.65
Aston Villa,Brad Guzan,0,0,0,0,0,6.65
Aston Villa,Jack Grealish,13,8,24,0,1,6.64
Newcastle United,Massadio Haïdara,0,2,5,0,0,6.64
Crystal Palace,Wilfried Zaha,9,23,127,3,2,6.64
Sunderland,Sebastian Larsson,0,3,4,0,0,6.64
Newcastle United,Steven Taylor,0,0,2,0,0,6.64
West Bromwich Albion,Rickie Lambert,9,11,0,0,1,6.64
Swansea City,Éder,0,5,6,0,0,6.64
Tottenham,Heung-Min Son,16,25,17,3,4,6.63
West Ham United,Victor Moses,6,16,31,3,1,6.63
Manchester United,Cameron Borthwick-Jackson,0,1,9,0,0,6.63
West Bromwich Albion,Saido Berahino,16,25,19,7,4,6.63
Liverpool,Bradley Smith,0,0,4,0,0,6.63
Norwich City,Bradley Johnson,0,5,0,1,0,6.63
Sunderland,Billy Jones,13,8,11,3,1,6.63
Norwich City,Gary O'Neil,0,6,13,1,0,6.62
Arsenal,Kieran Gibbs,25,4,2,0,1,6.62
West Bromwich Albion,James McClean,9,23,38,0,2,6.61
Bournemouth,Max Gradel,9,11,19,2,1,6.61
Bournemouth,Benik Afobe,33,12,5,4,4,6.61
Norwich City,Declan Rudd,0,0,0,0,0,6.61
Tottenham,Nabil Bentaleb,0,3,1,0,0,6.60
Crystal Palace,Martin Kelly,0,0,1,0,0,6.60
Liverpool,Joe Gomez,0,1,2,0,0,6.60
Manchester United,Adnan Januzaj,50,2,3,0,1,6.60
Newcastle United,Seydou Doumbia,0,1,0,0,0,6.60
Manchester City,Patrick Roberts,0,0,0,0,0,6.60
Tottenham,Michel Vorm,0,0,0,0,0,6.60
Chelsea,Fikayo Tomori,0,0,0,0,0,6.60
Newcastle United,Kevin Mbabu,0,1,1,0,0,6.60
Manchester United,James Wilson,0,0,1,0,0,6.60
Aston Villa,Andre Green,0,0,2,0,0,6.60
Liverpool,Sergi Canos,0,0,0,0,0,6.60
Liverpool,Jordan Rossiter,0,0,0,0,0,6.60
Southampton,Jay Rodriguez,0,13,5,2,0,6.59
Swansea City,Neil Taylor,0,3,12,0,0,6.59
Norwich City,Andre Wisdom,0,1,8,0,0,6.59
Aston Villa,Mark Bunn,0,0,0,0,0,6.59
Crystal Palace,Marouane Chamakh,0,2,1,1,0,6.59
Norwich City,John Ruddy,0,0,2,0,0,6.59
Sunderland,Jeremain Lens,16,19,26,0,3,6.59
Bournemouth,Artur Boruc,0,0,1,0,0,6.58
Sunderland,Ola Toivonen,0,4,0,1,0,6.58
Bournemouth,Marc Pugh,18,17,32,2,3,6.58
Manchester United,Guillermo Varela,0,1,4,0,0,6.58
Sunderland,Duncan Watmore,25,12,25,2,3,6.57
West Ham United,Emmanuel Emenike,0,7,11,2,0,6.57
Newcastle United,Rolando Aarons,50,2,5,0,1,6.57
Norwich City,Cameron Jerome,8,39,12,11,3,6.56
Newcastle United,Siem de Jong,0,6,3,1,0,6.56
Norwich City,Patrick Bamford,0,8,3,1,0,6.56
Aston Villa,Alan Hutton,0,8,12,1,0,6.56
Bournemouth,Lewis Grabban,6,16,11,2,1,6.56
Swansea City,Wayne Routledge,15,13,16,2,2,6.56
Watford,Juan Carlos Paredes,0,5,9,0,0,6.56
Crystal Palace,Emmanuel Adebayor,10,10,5,2,1,6.54
Everton,Oumar Niasse,0,2,1,1,0,6.54
Stoke City,Peter Odemwingie,0,1,1,0,0,6.54
Bournemouth,Yann Kermorgant,0,1,0,0,0,6.54
Southampton,Juanmi,0,3,1,0,0,6.54
Crystal Palace,Adrian Mariappa,0,0,3,0,0,6.53
Leicester City,Yohan Benalouane,0,0,0,0,0,6.53
Stoke City,Shay Given,0,0,0,0,0,6.53
Leicester City,Daniel Amartey,0,1,1,1,0,6.53
