Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Stade Rennais,Nicolas Janvier,88,0,2,0,0,6.58
Fc Nantes,Fernando Aristeguieta,61,0,1,0,0,6.58
Lille Osc,Rio Mavuba,86,0,23,7,0,6.57
Saint Etienne,Bryan Dabo,81,1,10,10,0,6.57
Stade Rennais,Morgan Amalfitano,81,0,14,6,1,6.57
Bordeaux,Mauro Arambarri,88,1,1,0,0,6.57
Saint Etienne,Kenny Rocha Santos,57,0,1,2,0,6.57
Ogc Nice,Patrick Burner,91,0,4,3,0,6.57
Montpellier,Anthony Vanden Borre,79,0,32,5,0,6.57
Montpellier,Bryan Passi,87,0,0,4,0,6.57
Metz,Matthieu Udol,87,0,3,2,0,6.57
Montpellier,Souleymane Camara,79,1,16,14,1,6.56
Metz,Ismaila Sarr,69,1,26,53,5,6.56
Fc Nantes,Alexander Kačaniklić,73,2,11,6,0,6.56
Caen,Yann Karamoh,77,4,43,51,5,6.55
Olympique De Marseille,Abou Diaby,77,0,0,4,0,6.55
Toulouse,Jean-Daniel Akpa Akpro,67,0,5,2,0,6.55
Olympique Lyonnais,Jean-Philippe Mateta,75,0,0,1,0,6.55
Lille Osc,Youssouf Koné,84,0,6,2,0,6.55
Bastia,Farid Boulaya,88,0,0,0,0,6.55
Stade Rennais,Ermir Lenjani,60,0,0,0,0,6.55
Fc Nantes,Oswaldo Vizcarrondo,80,0,25,0,0,6.55
Saint Etienne,Benjamin Corgnet,55,0,9,11,1,6.55
Toulouse,Odsonne Édouard,65,0,7,9,1,6.55
Toulouse,Somalia,76,1,52,36,0,6.55
Lille Osc,Eric Bauthéac,82,0,10,10,0,6.55
Stade Rennais,Kermit Erasmus,89,0,0,1,0,6.54
Montpellier,Mathieu Deplagne,85,0,25,7,0,6.54
Montpellier,Mamadou Ndiaye,69,0,5,0,0,6.53
Montpellier,Cédric Mongongu,92,0,1,0,0,6.53
Lorient,Maxime Barthelmé,77,1,6,8,0,6.53
Dijon,Arnold Bouka Moutou,68,0,22,7,0,6.53
Lorient,Benjamin Jeannot,72,1,3,9,0,6.53
Nancy,Anthony Koura,77,0,11,8,1,6.53
Metz,Franck Signorino,72,0,37,7,0,6.53
Stade Rennais,Pedro Henrique,71,1,10,6,0,6.53
Angers,Kévin Bérigaud,73,2,11,10,0,6.53
Caen,Jordan Tell,81,0,3,0,0,6.53
Caen,Jean-Victor Makengo,89,0,14,19,0,6.52
Fc Nantes,Felipe Pardo,75,0,10,12,1,6.52
Toulouse,Issiaga Sylla,74,1,52,15,1,6.52
Lille Osc,Ryan Mendes,80,0,5,9,0,6.51
Bastia,Abdoulaye Keita,79,0,36,12,0,6.50
Lille Osc,Gabriel,100,0,0,0,0,6.50
Bordeaux,Zaydou Youssouf,80,0,2,0,0,6.50
Saint Etienne,Jessy Moulin,54,0,1,0,0,6.50
Fc Nantes,Alexis Alégué,85,0,0,0,0,6.50
Lorient,Issam Ben Khemis,100,0,0,0,0,6.50
Dijon,Anthony Belmonte,83,1,4,0,0,6.50
Montpellier,Geoffrey Jourdren,58,0,0,0,0,6.50
Montpellier,Killian Sanson,88,0,0,1,0,6.50
Toulouse,Pantxi Sirieix,84,0,0,0,0,6.50
Olympique De Marseille,Zinédine Machach,80,0,22,11,0,6.49
Saint Etienne,Arnaud Nordin,80,0,9,10,2,6.49
Nancy,Christophe Mandanne,74,1,1,4,1,6.49
Guingamp,Ludovic Blas,73,1,19,22,1,6.48
Stade Rennais,Aldo Kalulu,85,1,4,5,1,6.48
Fc Nantes,Nicolaj Thomsen,74,0,9,5,1,6.48
Bastia,Lenny Nangis,77,2,33,30,0,6.46
Montpellier,Keagan Dolly,78,0,5,7,0,6.45
Lille Osc,Anwar El Ghazi,76,0,9,6,1,6.44
Angers,Dickson Nwakaeme,67,0,0,2,0,6.43
Caen,Jeff Louis,83,0,4,4,0,6.42
Metz,Vincent Thill,100,0,0,0,0,6.40
Olympique Lyonnais,Mathieu Gorgelin,79,0,0,0,0,6.40
Saint Etienne,Jorginho,80,1,3,7,1,6.40
As Monaco,Loïc Badiashile,85,0,0,0,0,6.40
Olympique De Marseille,Antoine Rabillard,67,0,0,0,0,6.40
Angers,Denis Petrić,64,0,0,0,0,6.39
Fc Nantes,Wilfried Moimbé,65,0,7,1,0,6.39
Olympique De Marseille,Romain Alessandrini,84,0,1,5,0,6.38
Lorient,Paul Delecroix,50,0,0,1,0,6.37
Olympique Lyonnais,Jordy Gaspar,83,0,3,6,0,6.35
Bastia,Jerson Cabral,74,0,2,1,0,6.35
Guingamp,Alexis Mane,57,0,1,0,0,6.35
Olympique Lyonnais,Houssem Aouar,83,0,1,2,0,6.33
Angers,Alexandre Letellier,53,0,0,0,0,6.32
Angers,Yoane Wissa,17,0,1,0,0,6.30
Stade Rennais,Mehdi Zeffane,74,0,0,1,0,6.30
Lille Osc,Stoppila Sunzu,86,0,5,0,0,6.30
Saint Etienne,Hamidou Keyta,73,0,2,2,0,6.30
Metz,David Oberhauser,48,0,0,0,0,6.30
Guingamp,Théo Guivarch,33,0,0,0,0,6.30
Toulouse,Quentin Depehi,0,0,0,0,0,6.30
Lorient,Faïz Selemani,81,0,0,0,0,6.27
Toulouse,Mathieu Cafaro,50,0,6,0,0,6.23
Metz,Youssef Maziz,40,0,1,0,0,6.20
Caen,Mouhamadou Dabo,80,0,5,0,0,6.15
As Monaco,Morgan De Sanctis,67,0,0,0,0,6.10
Lille Osc,Farès Bahlouli,76,0,1,2,0,6.07
Lorient,Didier N'Dong,96,0,2,1,0,6.05
Caen,Paul Reulet,57,0,0,0,0,6.03
Bastia,Alexis Thébaux,28,0,0,0,0,5.60
Montpellier,Morgan Poaty,78,0,1,2,0,5.07
Metz,Moussa Seydi,78,0,0,0,0,5.00
Paris Saint Germain,Lorenzo Callegari,100,0,0,0,0,0.00
Saint Etienne,Lamine Ghezali,50,0,0,0,0,0.00
Caen,Exauce NGassaki,0,0,0,0,0,0.00
